"íxÇÍì˙êî","ïiñ⁄î‘çÜ","ãüããé“","égópé“","êÊçsÇkÅ^Çs","ÇoÅ^ÇeÅiëóÇËêÊÅj","äiî[ÉçÉP","ïiñ⁄ñºèÃ","ÉIÅ[É_Å[ÇmÇè","éwé¶ì˙","î[ì¸éûçè","éwé¶êîó ","écêîó ","ê∂ééãÊï™","type"
0,"6KNY426J008D80","9194","9543",0,"MF20","A0A","REAR PANEL ASSY","00111",20240515,1500,4,4,,"T4"
0,"6KAY427E00CJ80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00096",20240515,1200,7,7,,"T4"
0,"6KAY427H00CJ80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00096",20240515,1200,7,7,,"T4"
0,"6GR4514100CJ80","9194","9543",0,"MF20","A0A","COVER UPPER CASING COMP.","00041",20240515,1500,6,6,,"T4"
0,"6GRY427E00CJ80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00041",20240515,1500,6,6,,"T4"
0,"6GRY427H00CJ80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00041",20240515,1500,6,6,,"T4"
0,"6KNY426J00CJ80","9194","9543",0,"MF20","A0A","REAR PANEL ASSY","00041",20240515,1500,6,6,,"T4"
0,"6EKY426A000080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY","00050",20240515,1000,3,3,,"T4"
0,"6G6Y426A120080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY","00849",20240515,1700,20,20,,"T4"
0,"6EMY426A000080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY","00571",20240515,1200,2,2,,"T4"
0,"6EK42610020080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY.","00198",20240515,1000,17,17,,"T4"
0,"6EK42610020080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY.","00199",20240515,1200,18,18,,"T4"
0,"6LH4274010CE80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00075",20240515,1000,3,3,,"T4"
0,"6LH4274000CE80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00480",20240515,1000,4,4,,"T4"
0,"6LH4277000CE80","9194","9546",0,"MF21","A0B","APRON COMP 2","00480",20240515,1000,4,4,,"T4"
0,"6LH42740108D80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00689",20240515,1000,1,1,,"T4"
0,"6LH4274000CJ80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00034",20240515,1000,12,12,,"T4"
0,"6LH4277000CJ80","9194","9546",0,"MF21","A0B","APRON COMP 2","00034",20240515,1000,12,12,,"T4"
0,"6DA42741118D80","9194","9546",0,"MF21","A0B","APRON 1","00177",20240515,1700,20,20,,"T4"
0,"6EK42741008D80","9194","9546",0,"MF21","A0B","APRON 1","00076",20240515,1000,20,20,,"T4"
0,"6EK42741008D80","9194","9546",0,"MF21","A0B","APRON 1","00077",20240515,1200,20,20,,"T4"
0,"6KA42710008D80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00808",20240515,1200,2,2,,"T4"
0,"6KA42710008D80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00809",20240515,1700,10,10,,"T4"
0,"6KA4271000CE80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00578",20240515,1000,30,30,,"T4"
0,"6KA4271000CE80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00579",20240515,1200,8,8,,"T4"
0,"6KA4271000CE80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00580",20240515,1500,9,9,,"T4"
0,"6KA4271000CE80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00581",20240515,1700,10,10,,"T4"
0,"6CB42710008D80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00714",20240515,1200,30,30,,"T4"
0,"6KA4271000CJ80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00093",20240515,1500,1,1,,"T4"
0,"6KA4271000CJ80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00094",20240515,1700,40,40,,"T4"
0,"6LH4271000CJ80","9194","9554",0,"MF10","AG3","BOTTOM COWLING ASSY","00036",20240515,1000,20,20,,"T4"
0,"6CY42610210080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00627",20240515,1000,8,8,,"T4"
0,"6C1Y426A510080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00582",20240515,1700,5,5,,"T4"
0,"6C5Y426A710080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00673",20240515,1000,10,10,,"T4"
0,"6C5Y426A710080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00674",20240515,1700,15,15,,"T4"
0,"6CJY426A030080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00364",20240515,1000,8,8,,"T4"
0,"6CJY426A220080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00265",20240515,1000,4,4,,"T4"
0,"6FP42610030080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00318",20240515,1000,5,5,,"T4"
0,"6JX42610020080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00095",20240515,1000,1,1,,"T4"
0,"6JY42610020080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00138",20240515,1000,1,1,,"T4"
0,"6JY42610020080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00139",20240515,1200,20,20,,"T4"
0,"6HVY426A000080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00335",20240515,1000,3,3,,"T4"
0,"6FNY426A10NA80","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00023",20240515,1700,20,20,,"T4"
0,"6EK42741008D80","9194","9567",0,"MF22","A0C","APRON 1","00178",20240515,1700,20,20,,"T4"
0,"6FP42741008D80","9194","9567",0,"MF22","A0C","APRON 1","00214",20240515,1000,10,10,,"T4"
0,"6FP42741008D80","9194","9567",0,"MF22","A0C","APRON 1","00215",20240515,1200,20,20,,"T4"
0,"6P213641000080","3544","9524",0,"MF11","AD1","MANIFOLD,INTAKE 1","00889",20240515,1100,40,40,,"T"
0,"6GRY126A100080","2721","9543",0,"MF15",,"AIR SHROUD,CYLINDER 3 SUB","00482",20240515,1400,10,10,,"T"
0,"69J45151008D80","3525","9543",0,"MF15","A0A","COVER, UPPER CASING 1","00709",20240515,1600,40,40,,"T"
0,"6S142610120080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00436",20240515,1600,40,40,,"T"
0,"6JD42610010080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00564",20240515,900,18,18,,"T"
0,"6JD42610010080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00565",20240515,1600,21,21,,"T"
0,"6ML4261000CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00023",20240515,1100,4,4,,"T"
0,"6KA4261001CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00040",20240515,900,15,15,,"T"
0,"6KH42610018D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00016",20240515,900,4,4,,"T"
0,"6KN42610008D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00126",20240515,1400,4,4,,"T"
0,"6KNY427B008D80","2721","9543",0,"MF20",,"COWLING,BOTTOM 2 SUB ASSY","00126",20240515,1400,4,4,,"T"
0,"6KNY427M008D80","2721","9543",0,"MF20",,"COWLING,BOTTOM 3 SUB ASSY","00126",20240515,1400,4,4,,"T"
0,"6KN4261000CJ80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00041",20240515,1400,6,6,,"T"
0,"6KNY427B00CJ80","2721","9543",0,"MF20",,"COWLING,BOTTOM 2 SUB ASSY","00040",20240515,1400,6,6,,"T"
0,"6KNY427M00CJ80","2721","9543",0,"MF20",,"COWLING,BOTTOM 3 SUB ASSY","00040",20240515,1400,6,6,,"T"
0,"69J42741008D80","3525","9543",0,"MF20","A0A","APRON 1","00997",20240515,1600,40,40,,"T"
0,"69J42771008D80","3525","9543",0,"MF20","A0A","APRON 2","00997",20240515,1600,40,40,,"T"
0,"6MLY426A01CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00110",20240515,1100,46,46,,"T"
0,"6CGY426A068D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00032",20240515,1600,1,1,,"T"
0,"6KAY426A02CJ80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00005",20240515,1100,7,7,,"T"
0,"6KDY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00023",20240515,900,15,15,,"T"
0,"6KDY426A02CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00025",20240515,1100,1,1,,"T"
0,"6KFY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00036",20240515,900,4,4,,"T"
0,"6KHY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00017",20240515,900,4,4,,"T"
0,"6LW4261010CE80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00025",20240515,900,6,6,,"T"
0,"6LW42610008D80","2721","9546",0,"MF21",,"TOP COWLING ASSY.","00031",20240515,900,1,1,,"T"
0,"6LH4261000CE80","2721","9546",0,"MF21",,"TOP COWLING ASSY.","00033",20240515,900,1,1,,"T"
0,"6LHY426A00CJ80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00029",20240515,900,12,12,,"T"
0,"6BM42610028D80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00095",20240515,1600,20,20,,"T"
0,"69J13411010080","8806","9550",0,"MF11","AD2","STRAINER,OIL","00598",20240515,900,20,20,,"T"
0,"69J13411010080","8806","9550",0,"MF11","AD2","STRAINER,OIL","00599",20240515,1100,20,20,,"T"
0,"6KA42401200080","946X","9552",0,"MF10","AD4","POWER STRG. CYL. ASSY.","00609",20240515,1100,50,50,,"T"
0,"6KA42401200080","946X","9552",0,"MF10","AD4","POWER STRG. CYL. ASSY.","00610",20240515,1400,10,10,,"T"
0,"6KA42401200080","946X","9552",0,"MF10","AD4","POWER STRG. CYL. ASSY.","00611",20240515,1600,31,31,,"T"
0,"63P13411000080","8806","9553",0,"MF11","AG2","STRAINER,OIL","00740",20240515,900,20,20,,"T"
0,"63P13411000080","8806","9553",0,"MF11","AG2","STRAINER,OIL","00741",20240515,1600,40,40,,"T"
0,"6P213300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00152",20240515,900,10,10,,"T"
0,"6P213300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00153",20240515,1600,30,30,,"T"
0,"6GR86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00305",20240515,1600,20,20,,"T"
0,"6P212618220080","3544","9832",0,"MF30","BC3","PULLEY,1","00151",20240515,900,40,40,,"T"
0,"6P212618220080","3544","9832",0,"MF30","BC3","PULLEY,1","00152",20240515,1600,60,60,,"T"
0,"6CB12618010080","3544","9832",0,"MF30","BC1","PULLEY,1","00422",20240515,900,40,40,,"T"
0,"6CB12618010080","3544","9832",0,"MF30","BC1","PULLEY,1","00423",20240515,1100,50,50,,"T"
0,"6CB12618010080","3544","9832",0,"MF30","BC1","PULLEY,1","00424",20240515,1400,40,40,,"T"
0,"6CB12618010080","3544","9832",0,"MF30","BC1","PULLEY,1","00425",20240515,1600,10,10,,"T"
0,"6CB12619010080","3544","9832",0,"MF30","BC1","PULLEY,2","00422",20240515,900,40,40,,"T"
0,"6CB12619010080","3544","9832",0,"MF30","BC1","PULLEY,2","00423",20240515,1100,50,50,,"T"
0,"6CB12619010080","3544","9832",0,"MF30","BC1","PULLEY,2","00424",20240515,1400,40,40,,"T"
0,"6CB12619010080","3544","9832",0,"MF30","BC1","PULLEY,2","00425",20240515,1600,10,10,,"T"
0,"6GR13300010080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00254",20240515,1600,10,10,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00622",20240515,900,120,120,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00623",20240515,1100,120,120,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00624",20240515,1400,80,80,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00625",20240515,1600,80,80,,"T"
0,"6CB13300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00501",20240515,900,40,40,,"T"
0,"6CB13300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00502",20240515,1100,50,50,,"T"
0,"6CB13300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00503",20240515,1400,40,40,,"T"
0,"6CB13300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00504",20240515,1600,10,10,,"T"
0,"6MLY161A000080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00130",20240515,1400,45,45,,"T"
0,"6MLY161A000080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00131",20240515,1600,5,5,,"T"
0,"6MLY162A000080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00130",20240515,1400,45,45,,"T"
0,"6MLY162A000080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00131",20240515,1600,5,5,,"T"
0,"6P2Y161A060080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00815",20240515,900,10,10,,"T"
0,"6P2Y161A060080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00816",20240515,1600,30,30,,"T"
0,"6P2Y162A060080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00815",20240515,900,10,10,,"T"
0,"6P2Y162A060080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00816",20240515,1600,30,30,,"T"
0,"6JDY161A030080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00087",20240515,900,29,29,,"T"
0,"6JDY162A030080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00087",20240515,900,29,29,,"T"
0,"6KAY161A010080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00230",20240515,900,15,15,,"T"
0,"6KAY161A010080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00231",20240515,1100,46,46,,"T"
0,"6KAY162A010080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00230",20240515,900,15,15,,"T"
0,"6KAY162A010080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00231",20240515,1100,46,46,,"T"
0,"6P214440000080","8806","9834",0,"MF30","AG1","SILENCER ASSY.","00259",20240515,900,36,36,,"T"
0,"6P214440000080","8806","9834",0,"MF30","AG1","SILENCER ASSY.","00260",20240515,1100,4,4,,"T"
0,"6GR13751000080","3544","9834",0,"MF30","BG1","BODY,THROTTLE","00151",20240515,1600,50,50,,"T"
0,"6ML13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00151",20240515,1600,100,100,,"T"
0,"6GR13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00756",20240515,900,20,20,,"T"
0,"6P2Y823B050080","8806","9834",0,"MF30",,"BRKT I/G ASSY","00766",20240515,900,30,30,,"T"
0,"6P2Y823B050080","8806","9834",0,"MF30",,"BRKT I/G ASSY","00767",20240515,1100,10,10,,"T"
0,"6CB13751110080","3544","9834",0,"MF30","BG2","BODY,THROTTLE","00560",20240515,1100,48,48,,"T"
0,"6CB13751110080","3544","9834",0,"MF30","BG2","BODY,THROTTLE","00561",20240515,1400,36,36,,"T"
0,"6CB13751110080","3544","9834",0,"MF30","BG2","BODY,THROTTLE","00562",20240515,1600,12,12,,"T"
0,"6P213750140080","3544","9834",0,"MF30","BG1","THROTTLE BODY ASSY.","00601",20240515,900,30,30,,"T"
0,"6P213750140080","3544","9834",0,"MF30","BG1","THROTTLE BODY ASSY.","00602",20240515,1100,10,10,,"T"
0,"6CB8A410110080","3544","9834",0,"MF30","BG1","SENSOR UNIT","00351",20240515,1100,1,1,,"T"
0,"6P28A410020080","3544","9834",0,"MF30","BG1","SENSOR UNIT","00863",20240515,900,30,30,,"T"
0,"6P28A410020080","3544","9834",0,"MF30","BG1","SENSOR UNIT","00864",20240515,1100,10,10,,"T"
0,"6P213642000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 2","00765",20240515,900,30,30,,"T"
0,"6P213642000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 2","00766",20240515,1100,10,10,,"T"
0,"6CE13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00830",20240515,1100,80,80,,"T"
0,"6CE13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00831",20240515,1400,80,80,,"T"
0,"6CE13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00832",20240515,1600,20,20,,"T"
0,"6CB14180170080","3544","9834",0,"MF30","BG2","FLOAT CHAMBER ASSY.","00262",20240515,1100,39,39,,"T"
0,"6CB14180170080","3544","9834",0,"MF30","BG2","FLOAT CHAMBER ASSY.","00263",20240515,1400,39,39,,"T"
0,"6CB14180170080","3544","9834",0,"MF30","BG2","FLOAT CHAMBER ASSY.","00264",20240515,1600,9,9,,"T"
0,"6CB14180270080","3544","9834",0,"MF30","BG2","FLOAT CHAMBER ASSY.","00031",20240515,1100,3,3,,"T"
0,"6CB86120000080","3544","9835",0,"MF31","BD4","SOLENOID VALVE ASSY.","00140",20240515,1600,37,37,,"T"
0,"6P212618220080","3544","9835",0,"MF31","BD4","PULLEY,1","00641",20240515,1600,20,20,,"T"
0,"6EK13300000080","3544","9835",0,"MF31","BD4","OIL PUMP ASSY.","00086",20240515,900,40,40,,"T"
0,"6EK24410000080","3544","9835",0,"MF31","BD3","FUEL PUMP ASSY.","00549",20240515,900,40,40,,"T"
0,"63P13300020080","3544","9835",0,"MF31","BD4","OIL PUMP ASSY.","00313",20240515,1100,30,30,,"T"
0,"63P13300020080","3544","9835",0,"MF31","BD4","OIL PUMP ASSY.","00314",20240515,1600,10,10,,"T"
0,"63P24410200080","3544","9835",0,"MF31",,"FUEL PUMP ASSY.","00182",20240515,1100,60,60,,"T"
0,"63P24410200080","3544","9835",0,"MF31",,"FUEL PUMP ASSY.","00183",20240515,1600,20,20,,"T"
0,"63PY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00762",20240515,1100,15,15,,"T"
0,"63PY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00763",20240515,1600,10,10,,"T"
0,"6EKY118B020080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00270",20240515,900,40,40,,"T"
0,"6BMY118B000080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00367",20240515,1100,15,15,,"T"
0,"6DAY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00347",20240515,1600,18,18,,"T"
0,"6FAY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00902",20240515,1600,3,3,,"T"
0,"6EKY151S01YY80","9840","9835",0,"MF35","BD1","CRANKCASE ASSY","00018",20240515,900,40,40,,"T"
0,"63PY151A080080","9840","9835",0,"MF35","BD1","CRANK CASE PISTON ASSY","00013",20240515,1100,15,15,,"T"
0,"63PY151A080080","9840","9835",0,"MF35","BD1","CRANK CASE PISTON ASSY","00014",20240515,1600,10,10,,"T"
0,"6BMY151A030080","9840","9835",0,"MF35","BD1","CRANK CASE PISTON ASSY","00483",20240515,1100,15,15,,"T"
0,"63P14440000080","8806","9836",0,"MF31","BH1","SILENCER ASSY.","00926",20240515,900,4,4,,"T"
0,"63P14440000080","8806","9836",0,"MF31","BH1","SILENCER ASSY.","00927",20240515,1600,32,32,,"T"
0,"63P14200680080","3544","9836",0,"MF31",,"INTAKE ASSY.","00119",20240515,900,10,10,,"T"
0,"63P14200680080","3544","9836",0,"MF31",,"INTAKE ASSY.","00120",20240515,1600,20,20,,"T"
0,"63P14200780080","3544","9836",0,"MF31",,"INTAKE ASSY.","00034",20240515,1600,6,6,,"T"
0,"63P14200880080","3544","9836",0,"MF31",,"INTAKE ASSY.","00275",20240515,1600,4,4,,"T"
0,"6EK24410000080","3544","9844",0,"MF32",,"FUEL PUMP ASSY.","00709",20240515,1100,20,20,,"T"
0,"6FP24410000080","3544","9844",0,"MF32",,"FUEL PUMP ASSY.","00682",20240515,900,30,30,,"T"
