"íxÇÍì˙êî","ïiñ⁄î‘çÜ","ãüããé“","égópé“","êÊçsÇkÅ^Çs","ÇoÅ^ÇeÅiëóÇËêÊÅj","äiî[ÉçÉP","ïiñ⁄ñºèÃ","ÉIÅ[É_Å[ÇmÇè","éwé¶ì˙","î[ì¸éûçè","éwé¶êîó ","écêîó ","ê∂ééãÊï™","type"
0,"6EK11411010080","9182","9835",0,"MF36","BD1","CRANKSHAFT,1","00244",20240508,1500,30,30,,"T"
0,"6C511411100080","9182","9844",0,"MF36","BEA","CRANKSHAFT,1","00223",20240508,1500,40,40,,"T"
0,"69W11411100080","9182","9844",0,"MF36","BEA","CRANKSHAFT,1","00380",20240508,1500,40,40,,"T"
0,"6KAY427E008D80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00112",20240508,1000,21,21,,"T4"
0,"6KAY427E008D80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00113",20240508,1200,6,6,,"T4"
0,"6KAY427E008D80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00114",20240508,1700,8,8,,"T4"
0,"6KAY427H008D80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00112",20240508,1000,21,21,,"T4"
0,"6KAY427H008D80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00113",20240508,1200,6,6,,"T4"
0,"6KAY427H008D80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00114",20240508,1700,8,8,,"T4"
0,"6KAY427E00CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00160",20240508,1000,6,6,,"T4"
0,"6KAY427E00CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00161",20240508,1200,54,54,,"T4"
0,"6KAY427E00CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00162",20240508,1700,9,9,,"T4"
0,"6KAY427H00CE80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00160",20240508,1000,6,6,,"T4"
0,"6KAY427H00CE80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00161",20240508,1200,54,54,,"T4"
0,"6KAY427H00CE80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00162",20240508,1700,9,9,,"T4"
0,"6GRY427E00CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00026",20240508,1500,10,10,,"T4"
0,"6GRY427H00CE80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00026",20240508,1500,10,10,,"T4"
0,"6GR4514100CE80","9194","9543",0,"MF20","A0A","COVER UPPER CASING COMP.","00026",20240508,1500,10,10,,"T4"
0,"6KF42740008D80","9194","9543",0,"MF20","A0A","APRON 1 COMP.","00379",20240508,1000,12,12,,"T4"
0,"6KF42740008D80","9194","9543",0,"MF20","A0A","APRON 1 COMP.","00380",20240508,1700,9,9,,"T4"
0,"6KF42770008D80","9194","9543",0,"MF20","A0A","APRON COMP 2","00379",20240508,1000,12,12,,"T4"
0,"6KF42770008D80","9194","9543",0,"MF20","A0A","APRON COMP 2","00380",20240508,1700,9,9,,"T4"
0,"6KF4274000CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP.","00849",20240508,1000,1,1,,"T4"
0,"6KF4274000CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP.","00850",20240508,1700,4,4,,"T4"
0,"6KF4277000CE80","9194","9543",0,"MF20","A0A","APRON COMP 2","00849",20240508,1000,1,1,,"T4"
0,"6KF4277000CE80","9194","9543",0,"MF20","A0A","APRON COMP 2","00850",20240508,1700,4,4,,"T4"
0,"6KNY426J00CE80","9194","9543",0,"MF20","A0A","REAR PANEL ASSY","00216",20240508,1500,10,10,,"T4"
0,"6EKY426A40CE80","9194","9546",0,"MF21","A0B","TOP COWLING ASSY","00126",20240508,1200,11,11,,"T4"
0,"6EKY426A000080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY","00043",20240508,1000,10,10,,"T4"
0,"6EKY426A000080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY","00044",20240508,1200,2,2,,"T4"
0,"6G6Y426A120080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY","00846",20240508,1700,20,20,,"T4"
0,"6EK4261031CE80","9194","9546",0,"MF21","A0B","TOP COWLING ASSY","00034",20240508,1200,3,3,,"T4"
0,"6EM42610020080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY.","00062",20240508,1200,4,4,,"T4"
0,"6LH42740008D80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00550",20240508,1000,8,8,,"T4"
0,"6LH42770008D80","9194","9546",0,"MF21","A0B","APRON COMP 2","00550",20240508,1000,8,8,,"T4"
0,"6LH4274010CE80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00073",20240508,1000,1,1,,"T4"
0,"6LH4274000CE80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00476",20240508,1000,9,9,,"T4"
0,"6LH4277000CE80","9194","9546",0,"MF21","A0B","APRON COMP 2","00476",20240508,1000,9,9,,"T4"
0,"6LH42740108D80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00685",20240508,1000,2,2,,"T4"
0,"6DA42741118D80","9194","9546",0,"MF21","A0B","APRON 1","00171",20240508,1000,8,8,,"T4"
0,"6DA42741118D80","9194","9546",0,"MF21","A0B","APRON 1","00172",20240508,1700,20,20,,"T4"
0,"6DA4274111CE80","9194","9546",0,"MF21","A0B","APRON 1","00014",20240508,1000,2,2,,"T4"
0,"6EK42741008D80","9194","9546",0,"MF21","A0B","APRON 1","00069",20240508,1000,10,10,,"T4"
0,"6EK42741008D80","9194","9546",0,"MF21","A0B","APRON 1","00070",20240508,1200,6,6,,"T4"
0,"6EK4274100CE80","9194","9546",0,"MF21","A0B","APRON 1","00009",20240508,1200,14,14,,"T4"
0,"6KA42710008D80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00802",20240508,1200,17,17,,"T4"
0,"6KA4271000CE80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00568",20240508,1000,30,30,,"T4"
0,"6KA4271000CE80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00569",20240508,1200,43,43,,"T4"
0,"6KA4271000CE80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00570",20240508,1700,40,40,,"T4"
0,"6CB42710008D80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00709",20240508,1000,20,20,,"T4"
0,"6CB42710008D80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00710",20240508,1200,10,10,,"T4"
0,"6LH42710008D80","9194","9554",0,"MF10","AG3","BOTTOM COWLING ASSY","00581",20240508,1000,20,20,,"T4"
0,"6LH42710008D80","9194","9554",0,"MF10","AG3","BOTTOM COWLING ASSY","00582",20240508,1200,1,1,,"T4"
0,"6LH4271000CE80","9194","9554",0,"MF10","AG3","BOTTOM COWLING ASSY","00513",20240508,1200,9,9,,"T4"
0,"6CY42610110080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00364",20240508,1000,9,9,,"T4"
0,"6C1Y426A40CE80","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00059",20240508,1700,3,3,,"T4"
0,"6C1Y426A710080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00446",20240508,1700,3,3,,"T4"
0,"6C5Y426A710080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00667",20240508,1700,12,12,,"T4"
0,"6C5Y426A910080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00998",20240508,1000,5,5,,"T4"
0,"6C5Y426AA10080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00327",20240508,1000,1,1,,"T4"
0,"6C6Y426A510080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00758",20240508,1700,1,1,,"T4"
0,"6C6Y426A710080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00860",20240508,1000,3,3,,"T4"
0,"6C6Y426A710080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00861",20240508,1700,1,1,,"T4"
0,"6CJY426A030080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00360",20240508,1000,22,22,,"T4"
0,"6EK42610020080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00280",20240508,1700,9,9,,"T4"
0,"6FP42610030080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00315",20240508,1200,20,20,,"T4"
0,"6HV42610030080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00084",20240508,1200,10,10,,"T4"
0,"6FNY426A10NA80","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00019",20240508,1700,11,11,,"T4"
0,"6EK42741008D80","9194","9567",0,"MF22","A0C","APRON 1","00174",20240508,1700,20,20,,"T4"
0,"6FP42741008D80","9194","9567",0,"MF22","A0C","APRON 1","00211",20240508,1200,30,30,,"T4"
0,"6GRY126A100080","2721","9543",0,"MF15",,"AIR SHROUD,CYLINDER 3 SUB","00478",20240508,1400,10,10,,"T"
0,"6JD42610010080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00558",20240508,900,16,16,,"T"
0,"6JD42610010080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00559",20240508,1600,18,18,,"T"
0,"6CE42610030080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00288",20240508,900,3,3,,"T"
0,"6CE42610910080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00057",20240508,1600,1,1,,"T"
0,"6ML42610008D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00009",20240508,1100,1,1,,"T"
0,"6KA4261001CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00037",20240508,1100,7,7,,"T"
0,"6KA4261001CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00038",20240508,1600,9,9,,"T"
0,"6KF42610018D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00042",20240508,900,2,2,,"T"
0,"6KF42610018D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00043",20240508,1600,5,5,,"T"
0,"6KF4261011CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00061",20240508,1600,2,2,,"T"
0,"6KH4261011CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00009",20240508,1600,2,2,,"T"
0,"6KN4261000CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00244",20240508,1400,10,10,,"T"
0,"6KNY427B00CE80","2721","9543",0,"MF20",,"COWLING,BOTTOM 2 SUB ASSY","00244",20240508,1400,10,10,,"T"
0,"6KNY427M00CE80","2721","9543",0,"MF20",,"COWLING,BOTTOM 3 SUB ASSY","00244",20240508,1400,10,10,,"T"
0,"6MLY426A01CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00105",20240508,1100,44,44,,"T"
0,"6MLY426A018D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00071",20240508,1100,5,5,,"T"
0,"6CGY426A068D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00028",20240508,1600,11,11,,"T"
0,"6KAY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00030",20240508,900,20,20,,"T"
0,"6KAY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00031",20240508,1600,8,8,,"T"
0,"6KAY426A02CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00042",20240508,900,6,6,,"T"
0,"6KAY426A02CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00043",20240508,1100,3,3,,"T"
0,"6KAY426A02CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00044",20240508,1600,3,3,,"T"
0,"6KDY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00021",20240508,900,1,1,,"T"
0,"6KFY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00032",20240508,900,4,4,,"T"
0,"6KFY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00033",20240508,1600,4,4,,"T"
0,"6KFY426A12CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00026",20240508,900,1,1,,"T"
0,"6KKY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00013",20240508,900,6,6,,"T"
0,"6LMY426A008D80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00105",20240508,900,2,2,,"T"
0,"6LWY426A008D80","2721","9546",0,"MF21",,"TOP COWLING ASSY.","00462",20240508,900,6,6,,"T"
0,"6LHY426A00CE80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00373",20240508,900,3,3,,"T"
0,"6LMY426A00CE80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00143",20240508,900,2,2,,"T"
0,"6LWY426A10CE80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00030",20240508,900,5,5,,"T"
0,"6LSY426A008D80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00089",20240508,900,2,2,,"T"
0,"63P42610728D80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00034",20240508,900,1,1,,"T"
0,"6BM42610028D80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00091",20240508,900,6,6,,"T"
0,"6BM42610028D80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00092",20240508,1600,20,20,,"T"
0,"6KA42401200080","946X","9552",0,"MF10","AD4","POWER STRG. CYL. ASSY.","00598",20240508,900,30,30,,"T"
0,"6KA42401200080","946X","9552",0,"MF10","AD4","POWER STRG. CYL. ASSY.","00599",20240508,1100,54,54,,"T"
0,"63P13411000080","8806","9553",0,"MF11","AG2","STRAINER,OIL","00732",20240508,900,30,30,,"T"
0,"63P13411000080","8806","9553",0,"MF11","AG2","STRAINER,OIL","00733",20240508,1600,20,20,,"T"
0,"6P213300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00147",20240508,1600,30,30,,"T"
0,"6GR86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00301",20240508,1100,20,20,,"T"
0,"6P212618220080","3544","9832",0,"MF30","BC3","PULLEY,1","00144",20240508,1600,40,40,,"T"
0,"6CB12618010080","3544","9832",0,"MF30","BC1","PULLEY,1","00408",20240508,900,50,50,,"T"
0,"6CB12618010080","3544","9832",0,"MF30","BC1","PULLEY,1","00409",20240508,1100,50,50,,"T"
0,"6CB12619010080","3544","9832",0,"MF30","BC1","PULLEY,2","00408",20240508,900,50,50,,"T"
0,"6CB12619010080","3544","9832",0,"MF30","BC1","PULLEY,2","00409",20240508,1100,50,50,,"T"
0,"6GR13300010080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00250",20240508,1100,10,10,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00607",20240508,900,120,120,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00608",20240508,1100,79,79,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00609",20240508,1600,40,40,,"T"
0,"6CB13300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00487",20240508,900,50,50,,"T"
0,"6CB13300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00488",20240508,1100,50,50,,"T"
0,"6MLY161A000080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00123",20240508,1100,50,50,,"T"
0,"6MLY162A000080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00123",20240508,1100,50,50,,"T"
0,"6P2Y161A060080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00810",20240508,1600,30,30,,"T"
0,"6P2Y162A060080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00810",20240508,1600,30,30,,"T"
0,"6KAY161A010080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00223",20240508,900,47,47,,"T"
0,"6KAY162A010080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00223",20240508,900,47,47,,"T"
0,"6GR13751000080","3544","9834",0,"MF30","BG1","BODY,THROTTLE","00145",20240508,1100,10,10,,"T"
0,"6GR13751000080","3544","9834",0,"MF30","BG1","BODY,THROTTLE","00146",20240508,1400,30,30,,"T"
0,"6GR13751000080","3544","9834",0,"MF30","BG1","BODY,THROTTLE","00147",20240508,1600,10,10,,"T"
0,"6ML13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00145",20240508,1100,21,21,,"T"
0,"6ML13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00146",20240508,1400,60,60,,"T"
0,"6ML13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00147",20240508,1600,19,19,,"T"
0,"6GR13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00752",20240508,900,20,20,,"T"
0,"6GR13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00753",20240508,1600,20,20,,"T"
0,"6CB13751110080","3544","9834",0,"MF30","BG2","BODY,THROTTLE","00549",20240508,900,36,36,,"T"
0,"6CB13751110080","3544","9834",0,"MF30","BG2","BODY,THROTTLE","00550",20240508,1100,38,38,,"T"
0,"6CB8A410110080","3544","9834",0,"MF30","BG1","SENSOR UNIT","00347",20240508,900,11,11,,"T"
0,"6CE13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00819",20240508,900,80,80,,"T"
0,"6CE13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00820",20240508,1100,80,80,,"T"
0,"6CB14180170080","3544","9834",0,"MF30","BG2","FLOAT CHAMBER ASSY.","00251",20240508,900,42,42,,"T"
0,"6CB14180170080","3544","9834",0,"MF30","BG2","FLOAT CHAMBER ASSY.","00252",20240508,1100,38,38,,"T"
0,"6CB86120000080","3544","9835",0,"MF31","BD4","SOLENOID VALVE ASSY.","00136",20240508,1600,37,37,,"T"
0,"6P212618220080","3544","9835",0,"MF31","BD4","PULLEY,1","00633",20240508,900,10,10,,"T"
0,"6P212618220080","3544","9835",0,"MF31","BD4","PULLEY,1","00634",20240508,1600,20,20,,"T"
0,"6EK13300000080","3544","9835",0,"MF31","BD4","OIL PUMP ASSY.","00078",20240508,900,30,30,,"T"
0,"6EK13300000080","3544","9835",0,"MF31","BD4","OIL PUMP ASSY.","00079",20240508,1100,10,10,,"T"
0,"6EK24410000080","3544","9835",0,"MF31","BD3","FUEL PUMP ASSY.","00545",20240508,900,40,40,,"T"
0,"63P13300020080","3544","9835",0,"MF31","BD4","OIL PUMP ASSY.","00307",20240508,1100,20,20,,"T"
0,"63P24410200080","3544","9835",0,"MF31",,"FUEL PUMP ASSY.","00176",20240508,1100,40,40,,"T"
0,"63PY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00759",20240508,1100,4,4,,"T"
0,"6EKY118B020080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00264",20240508,900,36,36,,"T"
0,"6EKY118B020080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00265",20240508,1100,4,4,,"T"
0,"6BMY118B000080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00363",20240508,1100,16,16,,"T"
0,"6DAY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00339",20240508,900,3,3,,"T"
0,"6DAY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00340",20240508,1600,18,18,,"T"
0,"6FAY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00901",20240508,1600,13,13,,"T"
0,"6EKY151S01YY80","9840","9835",0,"MF35","BD1","CRANKCASE ASSY","00010",20240508,900,30,30,,"T"
0,"6EKY151S01YY80","9840","9835",0,"MF35","BD1","CRANKCASE ASSY","00011",20240508,1100,10,10,,"T"
0,"63PY151A080080","9840","9835",0,"MF35","BD1","CRANK CASE PISTON ASSY","00010",20240508,1100,4,4,,"T"
0,"6BMY151A030080","9840","9835",0,"MF35","BD1","CRANK CASE PISTON ASSY","00479",20240508,1100,16,16,,"T"
0,"63P14440000080","8806","9836",0,"MF31","BH1","SILENCER ASSY.","00920",20240508,900,4,4,,"T"
0,"63P14440000080","8806","9836",0,"MF31","BH1","SILENCER ASSY.","00921",20240508,1600,20,20,,"T"
0,"63P14200680080","3544","9836",0,"MF31",,"INTAKE ASSY.","00115",20240508,900,4,4,,"T"
0,"63P14200680080","3544","9836",0,"MF31",,"INTAKE ASSY.","00116",20240508,1600,16,16,,"T"
0,"63P14200780080","3544","9836",0,"MF31",,"INTAKE ASSY.","00033",20240508,1600,4,4,,"T"
0,"63P14200880080","3544","9836",0,"MF31",,"INTAKE ASSY.","00272",20240508,900,6,6,,"T"
0,"6EK24410000080","3544","9844",0,"MF32",,"FUEL PUMP ASSY.","00705",20240508,1100,20,20,,"T"
0,"6FP24410000080","3544","9844",0,"MF32",,"FUEL PUMP ASSY.","00679",20240508,900,30,30,,"T"
0,"6EKY151S01YY80","9840","9844",0,"MF35",,"CRANKCASE ASSY","00922",20240508,1100,12,12,,"T"
0,"6EKY151S01YY80","9840","9844",0,"MF35",,"CRANKCASE ASSY","00923",20240508,1400,8,8,,"T"
0,"6EMY118B020080","9856","9844",0,"MF35","BEC","HEAD CYL.ASSY.","00764",20240508,1100,12,12,,"T"
0,"6EMY118B020080","9856","9844",0,"MF35","BEC","HEAD CYL.ASSY.","00765",20240508,1400,8,8,,"T"
0,"61SY118B110080","9856","9844",0,"MF35","BEC","HEAD CYL.ASSY.","00256",20240508,1600,18,18,,"T"
0,"6C5Y118B100080","9856","9844",0,"MF35","BEC","HEAD CYL.ASSY.","00601",20240508,1600,20,20,,"T"
0,"6CJY118B100080","9856","9844",0,"MF35","BEC","HEAD CYL.ASSY.","00341",20240508,900,30,30,,"T"
0,"6FPY151S020080","9840","9844",0,"MF35",,"CRANKCASE ASSY","00051",20240508,900,12,12,,"T"
0,"6FPY151S020080","9840","9844",0,"MF35",,"CRANKCASE ASSY","00052",20240508,1100,19,19,,"T"
0,"6FPY118B010080","9856","9844",0,"MF35","BEC","HEAD CYL.ASSY.","00881",20240508,900,15,15,,"T"
0,"6FPY118B010080","9856","9844",0,"MF35","BEC","HEAD CYL.ASSY.","00882",20240508,1100,15,15,,"T"
0,"6EM8A410000080","3544","9847",0,"MF32",,"SENSOR UNIT","00033",20240508,1600,20,20,,"T"
0,"6DA11311009S80","9515","9853",1,"MF37","BA2","BODY,CYLINDER 1","00834",20240508,1600,48,48,,"D"
0,"6CE15111009S80","9515","9853",2,"MF37","BA3","CRANKCASE,1","00459",20240508,1600,32,32,,"D"
0,"69J11311119S80","9515","9853",1,"MF37","BA1","BODY,CYLINDER 1","00234",20240508,1600,84,84,,"D"
0,"6DA15111029S80","9515","9853",2,"MF37","BA2","CRANKCASE,1","00466",20240508,1600,75,75,,"D"
0,"6FPY151S020080","9840","9821",1,"MF15","A0P","CRANKCASE ASSY","00150",20240508,1600,10,10,,"D"
0,"6C5Y151S000080","986A","9862",1,"MF37",,"CRANKCASE ASSY","00962",20240508,1600,130,130,,"D"
0,"64J15110010080","986A","9862",1,"MF37",,"CRANK CASE ASSY 1","00160",20240508,1600,40,40,,"D"
0,"6CJY151S000080","986A","9862",1,"MF37",,"CRANKCASE ASSY","00790",20240508,1600,60,60,,"D"
