"íxÇÍì˙êî","ïiñ⁄î‘çÜ","ãüããé“","égópé“","êÊçsÇkÅ^Çs","ÇoÅ^ÇeÅiëóÇËêÊÅj","äiî[ÉçÉP","ïiñ⁄ñºèÃ","ÉIÅ[É_Å[ÇmÇè","éwé¶ì˙","î[ì¸éûçè","éwé¶êîó ","écêîó ","ê∂ééãÊï™","type"
0,"69J45611000080","93B4","9523",0,"MF16","AC1","SHAFT, PROPELLER","00078",20240517,1500,10,10,,"T"
0,"63P45511110080","93B4","9529",0,"MF16","AF1","SHAFT,DRIVE 1","00303",20240517,1500,20,20,,"T"
0,"64D1472120CA80","3525","9530",0,"MF11","AG3","MUFF.2","00569",20240517,1500,20,20,,"T"
0,"69J1531110CA80","3525","9550",0,"MF10","AD2","PAN,OIL","00777",20240517,1500,20,20,,"T"
0,"6EK81337010080","6236","9567",0,"MF15","A0C","COVER,FLYWHEEL","00588",20240517,1500,30,30,,"T"
0,"6CB11411000080","9182","9832",0,"MF36","BC1","CRANKSHAFT,1","00670",20240517,1500,60,60,,"T"
0,"6P2Y1A4A100080","9182","9832",0,"MF36","BC1","CRANKSHAFT ASSY.,1","00718",20240517,1500,45,45,,"T"
0,"6GR11411010080","9182","9832",0,"MF36","BC1","CRANKSHAFT,1","00235",20240517,1500,10,10,,"T"
0,"6DAY1A4A000080","9182","9835",0,"MF36","BD1","CRANKSHAFT ASSY.,1","00124",20240517,1500,20,20,,"T"
0,"63P11411040080","9182","9835",0,"MF36","BD1","CRANKSHAFT,1","00642",20240517,1500,25,25,,"T"
0,"63PY1A4A020080","9182","9835",0,"MF36","BD1","CRANKSHAFT ASSY.,1","00010",20240517,1500,12,12,,"T"
0,"6EK11411010080","9182","9835",0,"MF36","BD1","CRANKSHAFT,1","00250",20240517,1500,40,40,,"T"
0,"6C511411100080","9182","9844",0,"MF36","BEA","CRANKSHAFT,1","00230",20240517,1500,41,41,,"T"
0,"6EK11411010080","9182","9844",0,"MF36","BEA","CRANKSHAFT,1","00411",20240517,1500,60,60,,"T"
0,"6KAY427E008D80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00119",20240517,1200,6,6,,"T4"
0,"6KAY427H008D80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00119",20240517,1200,6,6,,"T4"
0,"6KAY427E00CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00172",20240517,1000,10,10,,"T4"
0,"6KAY427E00CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00173",20240517,1200,34,34,,"T4"
0,"6KAY427E00CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00174",20240517,1500,10,10,,"T4"
0,"6KAY427H00CE80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00172",20240517,1000,10,10,,"T4"
0,"6KAY427H00CE80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00173",20240517,1200,34,34,,"T4"
0,"6KAY427H00CE80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00174",20240517,1500,10,10,,"T4"
0,"6GRY427E008D80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00572",20240517,1500,9,9,,"T4"
0,"6GRY427H008D80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00572",20240517,1500,9,9,,"T4"
0,"6GRY427E00CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00030",20240517,1500,1,1,,"T4"
0,"6GRY427H00CE80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00030",20240517,1500,1,1,,"T4"
0,"6GR45141008D80","9194","9543",0,"MF20","A0A","COVER UPPER CASING COMP.","00572",20240517,1500,9,9,,"T4"
0,"6GR4514100CE80","9194","9543",0,"MF20","A0A","COVER UPPER CASING COMP.","00030",20240517,1500,1,1,,"T4"
0,"6KF42740008D80","9194","9543",0,"MF20","A0A","APRON 1 COMP.","00385",20240517,1000,7,7,,"T4"
0,"6KF42770008D80","9194","9543",0,"MF20","A0A","APRON COMP 2","00385",20240517,1000,7,7,,"T4"
0,"6KF4274000CE80","9194","9543",0,"MF20","A0A","APRON 1 COMP.","00854",20240517,1000,3,3,,"T4"
0,"6KF4277000CE80","9194","9543",0,"MF20","A0A","APRON COMP 2","00854",20240517,1000,3,3,,"T4"
0,"6KW42740008D80","9194","9543",0,"MF20","A0A","APRON 1 COMP.","00650",20240517,1700,20,20,,"T4"
0,"6KW42770008D80","9194","9543",0,"MF20","A0A","APRON COMP 2","00650",20240517,1700,20,20,,"T4"
0,"6KNY426J10CE80","9194","9543",0,"MF20","A0A","REAR PANEL ASSY","00054",20240517,1500,1,1,,"T4"
0,"6KNY426J108D80","9194","9543",0,"MF20","A0A","REAR PANEL ASSY","00021",20240517,1500,9,9,,"T4"
0,"6KAY427E00CJ80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00099",20240517,1000,10,10,,"T4"
0,"6KAY427E00CJ80","9194","9543",0,"MF20","A0A","APRON 1 COMP. ASSY","00100",20240517,1200,20,20,,"T4"
0,"6KAY427H00CJ80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00099",20240517,1000,10,10,,"T4"
0,"6KAY427H00CJ80","9194","9543",0,"MF20","A0A","APRON 2 COMP. ASSY","00100",20240517,1200,20,20,,"T4"
0,"6DA42740010080","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00160",20240517,1000,13,13,,"T4"
0,"6DA42770010080","9194","9546",0,"MF21","A0B","APRON COMP.,2","00160",20240517,1000,13,13,,"T4"
0,"6G4Y426A120080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY","00334",20240517,1700,2,2,,"T4"
0,"6G6Y426A120080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY","00850",20240517,1700,18,18,,"T4"
0,"6EK42610020080","9194","9546",0,"MF21","A0B","TOP COWLING ASSY.","00202",20240517,1200,30,30,,"T4"
0,"6LH4274000CE80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00481",20240517,1000,3,3,,"T4"
0,"6LH4277000CE80","9194","9546",0,"MF21","A0B","APRON COMP 2","00481",20240517,1000,3,3,,"T4"
0,"6LH42740108D80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00691",20240517,1700,20,20,,"T4"
0,"6LH4274000CJ80","9194","9546",0,"MF21","A0B","APRON 1 COMP.","00036",20240517,1000,17,17,,"T4"
0,"6LH4277000CJ80","9194","9546",0,"MF21","A0B","APRON COMP 2","00036",20240517,1000,17,17,,"T4"
0,"6DA42741118D80","9194","9546",0,"MF21","A0B","APRON 1","00179",20240517,1000,7,7,,"T4"
0,"6EK42741008D80","9194","9546",0,"MF21","A0B","APRON 1","00080",20240517,1200,30,30,,"T4"
0,"6KA42710008D80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00811",20240517,1500,10,10,,"T4"
0,"6KA42710008D80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00812",20240517,1700,38,38,,"T4"
0,"6KA4271000CE80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00584",20240517,1000,40,40,,"T4"
0,"6KA4271000CE80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00585",20240517,1700,22,22,,"T4"
0,"6CB42710008D80","9194","9551",0,"MF10","AD3","BOTTOM COWLING ASSY","00716",20240517,1200,50,50,,"T4"
0,"6DA42710008D80","9194","9554",0,"MF10","AG3","BOTTOM COWLING ASSY","00075",20240517,1200,30,30,,"T4"
0,"6CY42610210080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00629",20240517,1200,8,8,,"T4"
0,"6C1Y426A510080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00584",20240517,1700,8,8,,"T4"
0,"6C6Y426A510080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00760",20240517,1700,1,1,,"T4"
0,"6C6Y426A710080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00862",20240517,1700,1,1,,"T4"
0,"6CJY426A030080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00366",20240517,1200,1,1,,"T4"
0,"6CJY426A220080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00267",20240517,1200,11,11,,"T4"
0,"60AY426A020080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00202",20240517,1000,4,4,,"T4"
0,"61SY426A020080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00454",20240517,1000,36,36,,"T4"
0,"6EK4261031CE80","9194","9567",0,"MF22","A0C","TOP COWLING ASSY","00057",20240517,1700,23,23,,"T4"
0,"6EK42610020080","9194","9567",0,"MF22","A0C","TOP COWLING ASSY.","00281",20240517,1700,7,7,,"T4"
0,"6EK42741008D80","9194","9567",0,"MF22","A0C","APRON 1","00180",20240517,1700,7,7,,"T4"
0,"6EK4274100CE80","9194","9567",0,"MF22","A0C","APRON 1","00015",20240517,1700,23,23,,"T4"
0,"6P213641000080","3544","9524",0,"MF11","AD1","MANIFOLD,INTAKE 1","00891",20240517,1100,30,30,,"T"
0,"6FJ42610020080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00527",20240517,1600,25,25,,"T"
0,"6JD42610010080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00567",20240517,900,25,25,,"T"
0,"6JD42610010080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00568",20240517,1600,12,12,,"T"
0,"6CE42610030080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00289",20240517,900,1,1,,"T"
0,"6AL42610220080","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00091",20240517,1600,5,5,,"T"
0,"6KA4261001CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY.","00041",20240517,900,2,2,,"T"
0,"6KF4261011CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00065",20240517,900,1,1,,"T"
0,"6KH42610018D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00017",20240517,900,2,2,,"T"
0,"6KH4261011CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00010",20240517,900,1,1,,"T"
0,"6KN4261000CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00248",20240517,1400,1,1,,"T"
0,"6GRY126A100080","2721","9543",0,"MF15",,"AIR SHROUD,CYLINDER 3 SUB","00484",20240517,1400,10,10,,"T"
0,"6KNY427B00CE80","2721","9543",0,"MF20",,"COWLING,BOTTOM 2 SUB ASSY","00248",20240517,1400,1,1,,"T"
0,"6KNY427M00CE80","2721","9543",0,"MF20",,"COWLING,BOTTOM 3 SUB ASSY","00248",20240517,1400,1,1,,"T"
0,"6KN42610008D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00128",20240517,1400,9,9,,"T"
0,"6KNY427B008D80","2721","9543",0,"MF20",,"COWLING,BOTTOM 2 SUB ASSY","00128",20240517,1400,9,9,,"T"
0,"6KNY427M008D80","2721","9543",0,"MF20",,"COWLING,BOTTOM 3 SUB ASSY","00128",20240517,1400,9,9,,"T"
0,"6KWY426A030080","2721","9543",0,"MF20",,"TOP COWLING ASSY","00382",20240517,1600,20,20,,"T"
0,"69J42741008D80","3525","9543",0,"MF20","A0A","APRON 1","00999",20240517,1600,30,30,,"T"
0,"69J42771008D80","3525","9543",0,"MF20","A0A","APRON 2","00999",20240517,1600,30,30,,"T"
0,"69J45151008D80","3525","9543",0,"MF15","A0A","COVER, UPPER CASING 1","00711",20240517,1600,30,30,,"T"
0,"6MLY426A01CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00112",20240517,1100,36,36,,"T"
0,"6MLY426A01CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00113",20240517,1400,8,8,,"T"
0,"6MLY426A018D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00074",20240517,1100,6,6,,"T"
0,"6CGY426A068D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00033",20240517,900,4,4,,"T"
0,"6KAY426A02CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00049",20240517,900,5,5,,"T"
0,"6KAY426A02CJ80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00007",20240517,900,12,12,,"T"
0,"6KAY426A02CJ80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00008",20240517,1100,10,10,,"T"
0,"6KDY426A02CJ80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00006",20240517,1100,8,8,,"T"
0,"6KDY426A02CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00026",20240517,900,3,3,,"T"
0,"6KFY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00038",20240517,900,4,4,,"T"
0,"6KHY426A12CE80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00007",20240517,900,1,1,,"T"
0,"6KKY426A028D80","2721","9543",0,"MF20",,"TOP COWLING ASSY","00014",20240517,900,1,1,,"T"
0,"6LK4261000CE80","2721","9546",0,"MF21",,"TOP COWLING ASSY.","00010",20240517,900,2,2,,"T"
0,"6LUY426A008D80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00632",20240517,1600,24,24,,"T"
0,"6LM4261000CE80","2721","9546",0,"MF21",,"TOP COWLING ASSY.","00008",20240517,900,1,1,,"T"
0,"6LHY426A00CJ80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00031",20240517,900,17,17,,"T"
0,"6FHY426A10NA80","2721","9546",0,"MF21",,"TOP COWLING ASSY","00017",20240517,900,19,19,,"T"
0,"6DA42610920080","2721","9546",0,"MF21",,"TOP COWLING ASSY.","00016",20240517,900,1,1,,"T"
0,"69J13411010080","8806","9550",0,"MF11","AD2","STRAINER,OIL","00602",20240517,900,20,20,,"T"
0,"69J13411010080","8806","9550",0,"MF11","AD2","STRAINER,OIL","00603",20240517,1100,10,10,,"T"
0,"6KA42401200080","946X","9552",0,"MF10","AD4","POWER STRG. CYL. ASSY.","00614",20240517,1100,40,40,,"T"
0,"6KA42401200080","946X","9552",0,"MF10","AD4","POWER STRG. CYL. ASSY.","00615",20240517,1400,10,10,,"T"
0,"6KA42401200080","946X","9552",0,"MF10","AD4","POWER STRG. CYL. ASSY.","00616",20240517,1600,33,33,,"T"
0,"63P13411000080","8806","9553",0,"MF11","AG2","STRAINER,OIL","00743",20240517,900,40,40,,"T"
0,"63P13411000080","8806","9553",0,"MF11","AG2","STRAINER,OIL","00744",20240517,1100,20,20,,"T"
0,"62YY427E000080","3525","9567",0,"MF22","A0C","APRON 1 ASSY","00311",20240517,900,40,40,,"T"
0,"6P213300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00155",20240517,1600,30,30,,"T"
0,"6GR86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00307",20240517,1600,20,20,,"T"
0,"6MLY161A000080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00134",20240517,1400,45,45,,"T"
0,"6MLY161A000080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00135",20240517,1600,5,5,,"T"
0,"6MLY162A000080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00134",20240517,1400,45,45,,"T"
0,"6MLY162A000080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00135",20240517,1600,5,5,,"T"
0,"6P2Y161A060080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00818",20240517,1600,30,30,,"T"
0,"6P2Y162A060080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00818",20240517,1600,30,30,,"T"
0,"6P212618220080","3544","9832",0,"MF30","BC3","PULLEY,1","00154",20240517,900,20,20,,"T"
0,"6P212618220080","3544","9832",0,"MF30","BC3","PULLEY,1","00155",20240517,1600,60,60,,"T"
0,"6JDY161A030080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00090",20240517,900,30,30,,"T"
0,"6JDY162A030080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00090",20240517,900,30,30,,"T"
0,"6KAY161A010080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00234",20240517,1100,50,50,,"T"
0,"6KAY162A010080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00234",20240517,1100,50,50,,"T"
0,"6KWY161A010080","9856","9832",0,"MF35","BC1","HEAD CYL.1 ASSY.","00066",20240517,900,20,20,,"T"
0,"6KWY162A010080","9856","9832",0,"MF35","BC1","HEAD CYL.2 ASSY.","00066",20240517,900,20,20,,"T"
0,"6CB12618010080","3544","9832",0,"MF30","BC1","PULLEY,1","00430",20240517,900,40,40,,"T"
0,"6CB12618010080","3544","9832",0,"MF30","BC1","PULLEY,1","00431",20240517,1100,60,60,,"T"
0,"6CB12618010080","3544","9832",0,"MF30","BC1","PULLEY,1","00432",20240517,1400,40,40,,"T"
0,"6CB12618010080","3544","9832",0,"MF30","BC1","PULLEY,1","00433",20240517,1600,10,10,,"T"
0,"6CB12619010080","3544","9832",0,"MF30","BC1","PULLEY,2","00430",20240517,900,40,40,,"T"
0,"6CB12619010080","3544","9832",0,"MF30","BC1","PULLEY,2","00431",20240517,1100,60,60,,"T"
0,"6CB12619010080","3544","9832",0,"MF30","BC1","PULLEY,2","00432",20240517,1400,40,40,,"T"
0,"6CB12619010080","3544","9832",0,"MF30","BC1","PULLEY,2","00433",20240517,1600,10,10,,"T"
0,"6GR13300010080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00256",20240517,1600,10,10,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00630",20240517,900,80,80,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00631",20240517,1100,120,120,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00632",20240517,1400,80,80,,"T"
0,"6CB86120000080","3544","9832",0,"MF30","BC1","SOLENOID VALVE ASSY.","00633",20240517,1600,80,80,,"T"
0,"6CB13300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00509",20240517,900,40,40,,"T"
0,"6CB13300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00510",20240517,1100,60,60,,"T"
0,"6CB13300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00511",20240517,1400,40,40,,"T"
0,"6CB13300000080","3544","9832",0,"MF30","BC1","OIL PUMP ASSY.","00512",20240517,1600,10,10,,"T"
0,"6P214440000080","8806","9834",0,"MF30","AG1","SILENCER ASSY.","00262",20240517,900,30,30,,"T"
0,"6GR13751000080","3544","9834",0,"MF30","BG1","BODY,THROTTLE","00153",20240517,900,10,10,,"T"
0,"6GR13751000080","3544","9834",0,"MF30","BG1","BODY,THROTTLE","00154",20240517,1600,50,50,,"T"
0,"6ML13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00153",20240517,900,19,19,,"T"
0,"6ML13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00154",20240517,1600,100,100,,"T"
0,"6GR13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00758",20240517,900,20,20,,"T"
0,"6P2Y823B050080","8806","9834",0,"MF30",,"BRKT I/G ASSY","00769",20240517,900,30,30,,"T"
0,"6CB13751110080","3544","9834",0,"MF30","BG2","BODY,THROTTLE","00567",20240517,1100,60,60,,"T"
0,"6CB13751110080","3544","9834",0,"MF30","BG2","BODY,THROTTLE","00568",20240517,1400,36,36,,"T"
0,"6CB13751110080","3544","9834",0,"MF30","BG2","BODY,THROTTLE","00569",20240517,1600,4,4,,"T"
0,"6P213750140080","3544","9834",0,"MF30","BG1","THROTTLE BODY ASSY.","00604",20240517,900,30,30,,"T"
0,"6CB8A410110080","3544","9834",0,"MF30","BG1","SENSOR UNIT","00354",20240517,1100,20,20,,"T"
0,"6P28A410020080","3544","9834",0,"MF30","BG1","SENSOR UNIT","00866",20240517,900,30,30,,"T"
0,"6CB13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00688",20240517,1100,40,40,,"T"
0,"6P213642000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 2","00768",20240517,900,30,30,,"T"
0,"6CE13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00836",20240517,1100,60,60,,"T"
0,"6CE13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00837",20240517,1400,80,80,,"T"
0,"6CE13641000080","3544","9834",0,"MF30","BG1","MANIFOLD,INTAKE 1","00838",20240517,1600,20,20,,"T"
0,"6CB14180170080","3544","9834",0,"MF30","BG2","FLOAT CHAMBER ASSY.","00269",20240517,1100,51,51,,"T"
0,"6CB14180170080","3544","9834",0,"MF30","BG2","FLOAT CHAMBER ASSY.","00270",20240517,1400,39,39,,"T"
0,"6CB14180170080","3544","9834",0,"MF30","BG2","FLOAT CHAMBER ASSY.","00271",20240517,1600,10,10,,"T"
0,"63PY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00765",20240517,1600,6,6,,"T"
0,"6EKY118B020080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00273",20240517,900,12,12,,"T"
0,"6EKY118B020080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00274",20240517,1100,13,13,,"T"
0,"6EMY118B020080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00672",20240517,1100,5,5,,"T"
0,"6CB86120000080","3544","9835",0,"MF31","BD4","SOLENOID VALVE ASSY.","00141",20240517,900,15,15,,"T"
0,"6CB86120000080","3544","9835",0,"MF31","BD4","SOLENOID VALVE ASSY.","00142",20240517,1600,16,16,,"T"
0,"6P212618220080","3544","9835",0,"MF31","BD4","PULLEY,1","00643",20240517,900,15,15,,"T"
0,"6P212618220080","3544","9835",0,"MF31","BD4","PULLEY,1","00644",20240517,1600,10,10,,"T"
0,"6BMY118B000080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00368",20240517,1600,14,14,,"T"
0,"6EK13300000080","3544","9835",0,"MF31","BD4","OIL PUMP ASSY.","00089",20240517,900,10,10,,"T"
0,"6EK13300000080","3544","9835",0,"MF31","BD4","OIL PUMP ASSY.","00090",20240517,1100,20,20,,"T"
0,"6EK24410000080","3544","9835",0,"MF31","BD3","FUEL PUMP ASSY.","00551",20240517,900,30,30,,"T"
0,"63P13300020080","3544","9835",0,"MF31","BD4","OIL PUMP ASSY.","00316",20240517,1600,20,20,,"T"
0,"6DAY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00349",20240517,900,15,15,,"T"
0,"6DAY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00350",20240517,1600,9,9,,"T"
0,"6FAY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00903",20240517,900,15,15,,"T"
0,"6FAY118B030080","9856","9835",0,"MF35","BD3","HEAD CYL.ASSY.","00904",20240517,1600,4,4,,"T"
0,"63P24410200080","3544","9835",0,"MF31",,"FUEL PUMP ASSY.","00185",20240517,1600,40,40,,"T"
0,"6EKY151S01YY80","9840","9835",0,"MF35","BD1","CRANKCASE ASSY","00021",20240517,900,12,12,,"T"
0,"6EKY151S01YY80","9840","9835",0,"MF35","BD1","CRANKCASE ASSY","00022",20240517,1100,18,18,,"T"
